attribute_id,required_seller
NUMERO_DE_BOLSILLOS_ATT,0
NUMERO_DE_BULTOS_ATT,0
NUMERO_DE_CABEZALES_ATT,0
NUMERO_DE_CAJONES_ATT,0
NUMERO_DE_CAJONES_DE_LA_COMODA_ATT,0
NUMERO_DE_CAMBIOS_ATT,0
NUMERO_DE_CANALES_ATT,0
NUMERO_DE_CANASTOS_DE_CUBIERTOS_ATT,0
NUMERO_DE_CERTIFICACION_ATT,0
NUMERO_DE_ENTRADAS_ATT,0
NUMERO_DE_ESTANTES_ATT,0
NUMERO_DE_HABITACIONES_ATT,0
NUMERO_DE_HILOS_ATT,0
NUMERO_DE_HOJAS_ATT,0
NUMERO_DE_PAGINAS_ATT,0
NUMERO_DE_PARLANTES_ATT,0
NUMERO_DE_PATAS_ATT,0
NUMERO_DE_PERSONAS_UTENSILIOS_ATT,0
NUMERO_DE_PIEZAS_ATT,0
NUMERO_DE_PIEZAS_JUGUETES_ATT,0
NUMERO_DE_PINZAS_ATT,0
NUMERO_DE_POSICIONES_ATT,0
NUMERO_DE_PROGRAMAS_ATT,0
NUMERO_DE_PUERTAS_ATT,0
NUMERO_DE_PUERTAS_DEL_VELADOR_ATT,0
NUMERO_DE_PUESTOS_ATT,0
NUMERO_DE_PULGADAS_ATT,0
NUMERO_DE_QUEMADORES_ATT,0
NUMERO_DE_REPISAS_ATT,0
NUMERO_DE_RESORTES_ATT,0
NUMERO_DE_RUEDAS_ATT,0
NUMERO_DE_SILLAS_ATT,0
NUMERO_DE_TAPAS_ATT,0
